T13,Intentional homicides and other crimes,,,,,
499,Montenegro,2010,"Total Sexual Violence at the national level, rate per 100,000",5.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2015,"Intentional homicide rates per 100,000",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2015,"Percentage of male and female intentional homicide victims, Male",4.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2015,"Percentage of male and female intentional homicide victims, Female",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2015,"Assault rate per 100,000 population",22.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2015,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2015,"Theft at the national level, rate per 100,000 population",131.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2015,"Robbery at the national level, rate per 100,000 population",24.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2015,"Total Sexual Violence at the national level, rate per 100,000",4.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2019,"Intentional homicide rates per 100,000",3.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2019,"Percentage of male and female intentional homicide victims, Male",5.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2019,"Percentage of male and female intentional homicide victims, Female",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2019,"Assault rate per 100,000 population",18.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2019,"Kidnapping at the national level, rate per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2019,"Theft at the national level, rate per 100,000 population",65.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2019,"Robbery at the national level, rate per 100,000 population",15.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2019,"Total Sexual Violence at the national level, rate per 100,000",5.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2020,"Intentional homicide rates per 100,000",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2020,"Percentage of male and female intentional homicide victims, Male",4.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2020,"Percentage of male and female intentional homicide victims, Female",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2020,"Assault rate per 100,000 population",20.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2020,"Theft at the national level, rate per 100,000 population",51.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
499,Montenegro,2020,"Total Sexual Violence at the national level, rate per 100,000",4.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
500,Montserrat,2005,"Intentional homicide rates per 100,000",20.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
500,Montserrat,2008,"Intentional homicide rates per 100,000",20.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
500,Montserrat,2012,"Intentional homicide rates per 100,000",20.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2005,"Intentional homicide rates per 100,000",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2005,"Assault rate per 100,000 population",107.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2005,"Kidnapping at the national level, rate per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2005,"Theft at the national level, rate per 100,000 population",203.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2005,"Robbery at the national level, rate per 100,000 population",49.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2005,"Total Sexual Violence at the national level, rate per 100,000",3.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2009,"Intentional homicide rates per 100,000",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2009,"Percentage of male and female intentional homicide victims, Male",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2009,"Percentage of male and female intentional homicide victims, Female",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2009,"Assault rate per 100,000 population",97.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2009,"Kidnapping at the national level, rate per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2009,"Theft at the national level, rate per 100,000 population",245.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2009,"Robbery at the national level, rate per 100,000 population",81.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2009,"Total Sexual Violence at the national level, rate per 100,000",10.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2010,"Intentional homicide rates per 100,000",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2015,"Intentional homicide rates per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2015,"Percentage of male and female intentional homicide victims, Male",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2015,"Percentage of male and female intentional homicide victims, Female",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2015,"Assault rate per 100,000 population",162.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2015,"Kidnapping at the national level, rate per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2015,"Theft at the national level, rate per 100,000 population",140.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2015,"Robbery at the national level, rate per 100,000 population",54.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2015,"Total Sexual Violence at the national level, rate per 100,000",10.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2018,"Intentional homicide rates per 100,000",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2018,"Percentage of male and female intentional homicide victims, Male",2.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2018,"Percentage of male and female intentional homicide victims, Female",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2018,"Assault rate per 100,000 population",309.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2018,"Kidnapping at the national level, rate per 100,000",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2018,"Theft at the national level, rate per 100,000 population",174.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2018,"Robbery at the national level, rate per 100,000 population",135.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2018,"Total Sexual Violence at the national level, rate per 100,000",12.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2020,"Intentional homicide rates per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2020,"Percentage of male and female intentional homicide victims, Male",2.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2020,"Percentage of male and female intentional homicide victims, Female",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2020,"Assault rate per 100,000 population",310.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2020,"Kidnapping at the national level, rate per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2020,"Theft at the national level, rate per 100,000 population",27.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
504,Morocco,2020,"Total Sexual Violence at the national level, rate per 100,000",12.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
508,Mozambique,2005,"Intentional homicide rates per 100,000",5.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
